"","cycle","st_cd_fips","party","total_ads","stations","attack_ad_pct"
"1862",2018,"5102","R",6305,31612,0.477240285487708
"1863",2018,"5105","D",5492,49040,0.601420247632921
"1864",2018,"5105","R",6205,50261,0.296696212731668
"1865",2018,"5106","D",724,4426,0
"1866",2018,"5106","R",714,3358,0
"1867",2018,"5107","D",9404,60359,0.459378987664823
"1868",2018,"5107","R",4901,21926,0.687206692511732
"1869",2018,"5109","D",1378,12184,0
"1870",2018,"5109","R",1176,11716,0
"1871",2018,"5110","D",6602,36715,0.281278400484702
"1872",2018,"5110","R",3336,17559,0.593225419664269
"1873",2018,"5111","R",11,44,0
"1874",2018,"5303","D",6208,36342,0.124838917525773
"1875",2018,"5303","R",2920,16668,1
"1876",2018,"5305","D",5778,30504,0.30944963655244
"1877",2018,"5305","R",6011,27745,0.504075860921644
"1878",2018,"5306","R",3,3,0
"1879",2018,"5308","D",10772,72251,0.576401782398812
"1880",2018,"5308","R",6337,34165,0.828941139340382
"1881",2018,"5309","D",749,3621,0
"1882",2018,"5402","D",446,2676,0
"1883",2018,"5402","R",743,5201,0
"1884",2018,"5403","D",7271,53194,0.361710906340256
"1885",2018,"5403","R",2983,19204,0.281260476030841
"1886",2018,"5501","D",2726,16198,0.179750550256786
"1887",2018,"5501","R",3010,13255,NA
"1888",2018,"5506","D",8554,99613,0.178980593874211
"1889",2018,"5506","R",1943,17834,0.136901698404529
"1890",2018,"5508","D",302,1510,0
"1891",2018,"5508","R",1911,7644,0
